TMD8_DMSO_rep1	TMD8_DMSO_rep2	TMD8_DMSO_rep3	TMD8_JIB04_150nM_rep1	TMD8_JIB04_150nM_rep2	TMD8_JIB04_150nM_rep3	TMD8_JIB04_500nM_rep1	TMD8_JIB04_500nM_rep2	TMD8_JIB04_500nM_rep3
KIF18B	11.31694	11.15323	11.28298	7.08033	6.02545	7.17225	4.32737	4.447512	4.92099
KIF19	0	0	0	0	0	0.00900983	0.00938637	0.0344396	0.0165188
KIF1A	0.0647415	0.0204887	0.0215462	0.07767	0.1029121	0.0796557	0.1333493	0.171877	0.1626481
KIF1B	6.87877	5.87156	5.89515	5.09462	4.97055	5.23047	3.96998	4.20564	4.40941
KIF1C	10.7164	10.5204	10.2613	10.3112	9.57345	10.8128	8.33956	8.64624	9.70743
KIF20A	18.7986	14.3467	14.0469	7.87768	7.01185	5.99034	2.97231	2.6087	3.24962
KIF20B	18.1652	13.6047	12.9514	10.7253	9.3875	9.74982	6.15686	7.16041	7.43474
KIF21A	4.478488	3.305929	3.5163590268161	3.90665555947	3.5401021088	3.9092362405009	3.769983324	4.842332	4.65467970279
KIF21B	6.751493	6.193435	5.982324	5.8427272	5.5537813	6.111439	4.159054	4.2408728	4.6584222
KIF22	49.074684	38.541047	34.94246	29.754584	26.860746	27.653573	18.611848	19.599397	19.276056
KIF23	22.77625	17.96838	16.91003	11.97735	10.19328	9.7746	4.97374	5.9247	6.70832
KIF24	8.17259	6.6744	6.43826	6.82436	6.71484	7.07434	5.97192	5.99948	6.6295
KIF25	0	0	0	0	0	0	0.0274648	0.0335998	0
KIF26A	0	0	0	0	0	0.0142637	0.00990394	0.0121121	0.0174359
KIF26B	2.95867	2.5174	2.65787	3.29732	3.40865	3.89473	3.37799	3.55375	3.93785
KIF27	1.514047	1.32459800799914	1.27952355	1.4574172	1.1397427	1.7394068	1.152055591	1.4561988182	1.34672994
KIF2A	32.15306	26.20235	23.548908	18.908758	16.796649	17.058722	13.558708	14.603564	15.563171
KIF2B	0	0	0	0	0	0	0	0	0
KIF2C	31.89	26.6554	25.9669	19.9761	16.9124	17.2301	10.197	11.3982	11.6578
KIF3A	2.99337	3.01492	2.92653	2.79268	2.2985	2.84064	2.04331	2.19118	2.46463
KIF3B	9.32742	7.69438	7.6749	7.2777	6.79813	6.8916	5.36212	5.67784	5.97301
KIF3C	3.98159	3.34182	3.32891	3.6665	3.31285	3.77324	2.98173	2.7899	3.52466
KIF4A	13.1826	10.7387	10.1555	7.73095	7.29666	7.26359	4.80333	5.07345	5.43304
KIF4B	0	0.0262712	0.0307373	0.0217051	0.0191629	0.0148142	0.00769809	0	0.0136197
KIF5A	0.888559	0.965248	0.914985	1.13039	0.730101	1.04961	0.664806	0.89866	0.815942
KIF5B	46.415	38.3634	36.5068	31.5609	27.998	29.819	21.6827	23.7204	24.5364
KIF5C	0.0293701	0.0446894	0.00992518	0.0697529	0.0243246	0.0521168	0.0342664	0.0540796	0.103936
KIF6	0.191475	0.0590483	0.13008	0.0849237	0.0865777	0.141502	0.121322	0.105477	0.0754601
KIF7	4.25704	4.51362	3.76823	4.12338	3.29554	4.00207	3.01702	3.0082	3.21763
KIF9	1.344231	1.33156266939	1.091307	1.00837	0.883437	1.021256	0.779268	0.636954	0.844505
KIF9-AS1	0.693327	0.750873	0.813682	0.749751	0.569528	0.631919	0.592568	0.529523	0.468927
KIFAP3	5.212187	3.64234	3.847473366001	4.095919	3.848878	3.722597	3.460743	3.7550563	3.661112
KIFC1	32.6377	28.2569	26.3573	20.0591	17.7605	19.1633	13.3341	14.2483	14.2967
KIFC2	5.54539	6.37607	6.17131	7.57573	7.1624	8.32377	9.3761	9.21679	10.4014
KIFC3	0.1806206	0.275983	0.1921692	0.099367	0.176274	0.22645020303274	0.1116929	0.297613	0.2533980035277
KIN	4.190769	4.006943	3.715698	3.475178	3.36971	3.771309	2.816697	3.656309	3.194482
KIR2DL1	0	0	0	0	0	0	0	0.0278745	0
KIR2DL3	0	0	0.0227181	0	0.028428	0.0437709	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0	0
KIR2DS4	0	0	0	0	0	0	0.0233405	0	0
KIR3DL1	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0	0.0427947	0.0523491	0
KIR3DX1	0.0917945	0	0.0207607	0	0	0	0.0208506	0.0255055	0
KIRREL	1.88189	1.71317	1.43404	1.43663	1.16802	1.2909	0.805018	0.752905	1.00003
KIRREL2	1.03593	1.14283	0.988905	1.16724	1.240122	1.2406580795	0.831182	1.00248000037289	1.122311
KIRREL3	0.0133045	0.0490694	0.0270107	0.0193501	0	0	0.0408957	0.0110539	0.0159063
KIRREL3-AS2	0.142852	0.113877	0.196902	0.138366	0.247217	0	0	0	0
KIRREL3-AS3	0	0	0	0	0	0	0	0	0
KISS1	0	0	0	0	0	0	0	0	0
KISS1R	0.196845	0.280224	0.200404	0.125525	0.027863	0.214512	0.26838	0.19151	0.314546
KIT	0.0769419	0.04455428	0.07805422	0.0458618	0.04879961	0.1190927	0.05876057	0.10380111	0.03447822
KITLG	0	0	0	0	0	0	0	0	0
KL	0	0	0	0.0189466	0.00840032	0.0194214	0	0.00824698	0
KLB	1.22656	1.19742	1.26365	1.00258	0.816627	1.11585	0.88424	0.920474	0.943384
KLC1	28.47954	22.26489	20.5324	20.69799	19.739656	21.5852	17.5840400222656	19.7117	21.97344
KLC2	15.70685	14.23372	14.625886	12.20068173	11.99904	13.14094862806	9.708454	10.0228200005368	11.14722
KLC3	2.11958	2.5194	2.65825	2.36725	2.10134	2.59966	1.96551	1.89177	2.15566
KLC4	1.733895	1.220013	1.456823	1.996234	1.870214	2.445068	2.199969	2.548866	2.415386
KLF1	0.429717	0.256688	0.291669	0.63505	0.450958	0.713257	0.450696	0.661596	0.594244
KLF10	4.090175	3.664623	3.121824	2.837999	2.74241	3.326557	2.826148	2.953205	3.06524
KLF11	2.20079	1.739883	1.74157	2.218016103	1.832082	1.699812	1.849594	1.704082	1.87283288888
KLF12	2.30243	1.86881	1.72862	1.85719	1.79015	1.83506	1.84418	1.95433	1.88305
KLF13	51.7008	46.0786	45.5488	40.3213	35.6142	36.2266	30.6361	33.6277	35.1135
KLF14	0.0720977	0.308154	0.391665	0.551932	0.490145	0.377298	0.467189	0.541443	0.605083
KLF15	2.50166	5.1801	7.78479	8.33284	13.0289	16.1696	13.7095	17.1744	21.0031
KLF16	9.56188	10.4273	9.91564	8.30339	7.65003	7.59719	5.67308	6.13184	6.43645
KLF17	0.122917	0.274143	0.347399	0.0686074	0.229426	0.353262	0.240006	0.298313	0.263836
KLF2	29.0518	26.9165	24.1417	26.0271	24.3968	28.3435	18.3506	21.129	20.6182
KLF3	2.84003	2.19735	1.95984	2.24522	1.73842	1.88188	1.18966	1.59362	1.48527
KLF4	0.034699	0	0.0234962	0.0828144	0.0293862	0.0113197	0.0117945	0.0432768	0.0207527
KLF5	0.588265	0.571436	0.408414	0.719786	0.740599	0.914963	0.953251	1.1408	1.17243
KLF6	21.03349	17.80212	18.102081	13.874	12.08962	12.222694	10.10127	11.120796	11.795641
KLF7	0.069082100327419	0.07267720293449	0.0626409507	0.07184510214917	0.11824700496572	0.0940988053867251	0.05029538756	0.0609858	0.04501070184043
KLF8	3.299313	2.763723	2.87486	2.925402	3.144543	3.3698715	2.6243363	2.66591	2.4339782
KLF9	0.791427	0.677326	0.657813	0.654766	0.862825	0.789251	0.556693	0.767907	0.774834
KLHDC1	0.380127	0.279467	0.36045	0.471859	0.56354	0.644986	0.542836	0.663945	0.773134
KLHDC10	7.10057	5.84682	5.66696	5.11799	4.56366	4.53165	3.72073	4.00298	4.21411
KLHDC2	10.602	8.4291	8.44005	9.8572	8.94862	9.48632	8.75483	9.93035	10.1812
KLHDC3	27.792065	27.357957	26.946074	25.3869	22.610435	22.108896	15.676285	17.5992	17.391429
KLHDC4	17.077034	15.889732	17.298272	15.655487	16.016683	16.265259	16.144947	16.016473	16.137663
KLHDC7A	0.137608	0.0986655	0.0930745	0.0656219	0.0332509	0.019219	0.026692	0.0408049	0.0587309
KLHDC7B	1.78442	1.44599	1.3118	2.51459	2.23068	2.61665	2.11408	1.99225	2.07336
KLHDC8A	0.0188207	0.0145644	0	0	0.0263147	0.0202747	0	0.0516707	0.0225166
KLHDC8B	1.47541	1.45024	1.67928	3.82747	4.3358	4.73312	4.26967	4.91544	4.82714
KLHDC9	0.672486	0.645484	0.7348405	0.89279	1.073716	0.746075	1.011016	0.708543008090881	0.994268
KLHL1	0	0	0	0.0115072	0	0	0	0	0
KLHL10	0.130026	0.040319	0.0881611	0.0994133	0.0220585	0.101925	0.0885313	0.0433163	0.186839
KLHL11	10.7249	7.80758	7.71896	6.49054	5.98527	6.53824	5.25767	5.50691	5.68732
KLHL12	13.2178	11.5422	11.3251	12.0948	10.5486	10.0829	9.70232	9.24904	9.66838
KLHL13	3.476406	2.94778523	2.670422	2.1489266	1.60590070035121	1.62832216	1.0477914	1.0667471	1.290481
KLHL14	19.7743	14.9043	14.8397	11.5761	11.1397	11.2009	10.1777	11.229	11.3063
KLHL15	4.20903	3.31911	3.21654	3.27011	2.94787	3.05672	2.58542	2.90502	3.10328
KLHL17	4.04185	4.47621	4.29677	4.16563	3.64506	3.53921	2.92594	3.16263	3.51947
KLHL18	8.87566	7.43263	7.70814	6.43494	5.17133	5.48316	3.27806	3.86899	3.70388
KLHL2	4.196233	4.225925	3.425282	3.6649111592	3.54602	4.028748	3.276068	4.046341	3.787621
KLHL20	5.60705	4.35705	4.56407	4.46144	4.22837	4.3693	3.75049	3.65509	4.47553
KLHL21	6.69604	6.87316	6.07251	6.99222	6.99105	7.41048	7.72689	8.36921	8.90735
KLHL22	2.27198	2.014866	1.772748	2.03866	2.09084	2.21144	1.47855	1.84101	2.13253
KLHL23	17.1017	13.388	13.0445	11.4545	10.5641	10.3746	7.97756	8.8899	8.70488
KLHL24	2.94643	2.14535	2.588	4.20269	4.59607	5.27	5.51449	5.7968	6.24806
KLHL25	2.18672	2.38723	2.1736	1.91706	1.65403	1.80924	1.68985	1.72608	2.18961
KLHL26	4.5807	4.23348	3.98106	3.79871	3.02582	2.80808	1.98729	2.32256	2.87522
KLHL28	2.60921	1.93722	2.03978	2.69808	2.30086	2.27119	2.3506	2.76068	2.73428
KLHL29	0.918873	1.01898	0.766956	1.29591	1.14913	1.50997	1.50646	1.80991	1.86908
KLHL3	0.3971836	0.3170096	0.2920169	0.470218	0.53272	0.6406575	0.5403055	0.685286	0.783753
KLHL30	0.0852134	0.160455	0.156967	0.150352	0.135503	0.2634	0.216035	0.11352	0.169971
KLHL31	0.129331	0.113146	0.0991216	0.0657765	0.102064	0.106755	0.0409658	0.0429428	0.0721149
KLHL32	0.107778	0.0527824	0.0724157	0.0507406	0.0785899	0.12169	0.0988342	0.0879714	0.0636317
KLHL33	1.35508	1.72983	1.70413	1.13349	0.718678	0.885454	0.557646	0.470431	0.541023
KLHL34	0	0.0138884	0.0121564	0.0342766	0	0.0351391	0.0244092	0.0746366	0
KLHL35	0.0811258	0.0419369	0.0733519	0.0258475	0.0229422	0.070669	0.0736621	0.045052	0.0323853
KLHL36	5.17046	4.35856	4.29964	5.39756	4.8915	5.26804	5.05058	5.59979	5.44467
KLHL38	0	0	0	0	0	0	0	0	0
KLHL4	0.0253577	0.0326228	0.0342956	0.0483617	0.0214403	0.0385567	0.0229482	0.0210487	0.0302983
KLHL40	0	0	0	0	0	0	0	0.0177167	0.0254807
KLHL41	0.3549	0.161634	0.18387	0.219327	0.194606	0.340688	0.269822	0.330026	0.399719
KLHL42	4.53753	3.7569	3.66795	3.44126	3.35992	3.19529	2.49111	2.47693	2.60034
KLHL5	10.731942	8.665909	7.993758	7.574407	7.142363	7.453497	5.786547	6.336361	6.83769
KLHL6	6.67076	5.7162	6.14546	7.18606	6.72412	6.9143	4.80556	5.27779	5.74643
KLHL7	11.7849663	9.1238752	8.95554888	7.82947444	8.3009368	8.0428388	8.40809978	8.6449758	8.715348559
KLHL7-AS1	4.896	4.61929	4.11317	3.60256	4.53204	4.74445	3.87165	3.51789	4.31142
KLHL8	6.36894	5.46355	4.91915	4.9476	4.23459	4.3605	3.41228	3.44652	3.25744
KLHL9	10.2211	8.52471	8.01756	7.49355	7.0092	6.37543	5.84948	6.75911	6.7646
KLK1	0.134336	0.0525976	0.274955	0.38717	0.229602	0.0882563	0.184292	0.112762	0.080843
KLK10	0.1815880188744	0.0936053565336	0.097372341642	0.254672121734	0.1038480654337	0.186949152673	0.1456330857128	0.0444229384038	0.150349
KLK11	0	0	0	0.045068194779	0	0.0565918	0.0296073	0	0
KLK12	0	0	0	0	0	0.048199	0.100662	0.0616016	0.0882835
KLK13	0	0	0	0	0	0	0	0.0365537	0
KLK14	0.852949	1.09183	1.21833	0.799399	1.16676	1.3829	1.49981	1.47456	1.78702
KLK15	0	0	0	0	0	0	0.0367387	0	0
KLK2	0	0.0148027	0.0117992	0.018264	0.0295142	0.0344168	0.0241206	0	0
KLK3	0	0	0	0	0	0.0267618	0	0	0
KLK4	0.474103	0.523278	0.487121	0.430073	0.696784	0.668524	0.512392	0.719186	0.477921
KLK5	0	0	0	0	0	0	0	0	0
KLK6	0	0	0	0	0	0	0	0	0
KLK7	0.316860165669	0.47264616557	0.447438465915874	0.39298379717	0.337657871975	0.68523024823	0.51389624861	0.43947350792	0.43321411384
KLK8	0	0	0	0	0	0	0.0768425	0.137016	0.13453
KLK9	0	0	0	0	0	0	0	0	0
KLKB1	0.023044	0.017851	0	0.022015	0.039072	0.0300939	0.0156817	0.0191811	0.0827509
KLKP1	0.199137	0.698281	0.508098	0.334152	0.595463	0.522082	0.613749	0.291364	0.597519
KLLN	2.79187	3.3685	2.83399	3.60284	3.31052	4.29173	3.81295	4.15093	4.12717
KLRAP1	1.9725	1.23708	1.4483	1.50313	1.15473	1.51806	1.35839	1.1533	1.65847
KLRB1	0	0	0.0564837	0.0795143	0	0.0543755	0.284068	0.278148	0.0995916
KLRC1	0	0	0	0	0.0294151	0	0	0.0330435	0
KLRC2	0	0.0355246	0	0	0	0	0	0	0
KLRC3	1.55355	0.90979	1.13362	0.851592	1.2776	0.618676	0.493718	0.418224	0.466781
KLRC4	0	0.0488573	0.0425861	0.112727	0.0533347	0.077137	0.17124	0.157155	0.141213
KLRC4-KLRK1	0	0	0	0.0154263	0	0.0104296	0	0	0.0193646
KLRD1	3.59008	3.13568566	3.3548100172465	3.0745450665	2.944763	3.750671	2.8193499125	2.68075257535	3.318193203
KLRF1	0	0	0	0	0	0	0.0303506	0.0371318	0
KLRF2	0	0	0	0	0	0	0	0.0706446	0
KLRG1	3.28061	4.04253	3.92035	3.82253	3.53915	4.30971	2.67006	2.73634	3.59185
KLRG2	0.0347234	0	0.0235743	0	0.0295005	0.0227099	0.0236792	0	0
KLRK1	0.0672645	0.130603	0.136978	0.113267	0.0857033	0.2095	0.137584	0.0561016	0.2225
KMO	5.38177	3.56739	3.86903	4.09374	3.83691	4.01482	3.00379	3.07627	3.12799
KNCN	0	0	0	0.0205829	0	0	0	0	0
KNDC1	0	0	0	0.0138817	0.0061538	0.0426876	0.0296399	0.0241654	0.0260905
KNG1	0.225141	0.1854694	0.2476082	0.179646	0.2933175	0.2281992	0.3248331	0.3078214	0.3111228
KNSTRN	26.406257	21.956127	21.05469	14.12737	11.556892	12.7376	6.358337	7.301981	6.59436
KNTC1	28.2695	21.8031	20.9352	20.9093	19.0225	20.0775	16.8209	17.7943	18.9226
KPNA1	12.99047	9.89756	10.3081	9.0129	8.46385	8.99921	6.4511	7.70084	7.9209
KPNA2	166.328	129.511	126.612	80.231	65.0191	59.8477	29.5847	31.9385	34.1414
KPNA3	30.1225	23.1549	21.3292	17.2087	15.3927	15.382	10.9624	12.4898	12.8279
KPNA4	14.1731	11.7242	11.4011	10.3085	9.29509	10.0544	8.23057	8.31031	8.8048
KPNA5	1.90144	1.64117	1.7946	1.86277	1.73474	2.35776	2.015	1.98377	2.4492
KPNA6	9.21774	7.79627	7.68061	6.98734	6.21472	6.30567	4.79065	5.27187	5.19426
KPNA7	0	0	0	0	0	0	0.0214818	0.0525559	0
KPNB1	112.2503	90.53787	87.09454	71.01024	63.28727	66.20259	45.53249	50.7683	51.68291
KPRP	0	0	0	0	0	0.0132868	0	0	0
KPTN	4.08948	2.95465	3.20198	3.58009	3.07164	3.24921	3.28024	2.8062	3.73171
KRAS	12.464245	10.7117	10.59179	8.738731	7.941116	8.203334	5.531041	6.330468	6.293659
KRBA1	2.88077	2.53419	2.80997	2.47481	2.22648	2.75646	2.2108	2.00976	2.4002
KRBA2	0.640962	0.550647	0.618503	0.755274	0.896812	0.968137	0.664365	0.888473	0.883732
KRBOX1	0	0	0	0	0	0	0	0	0
KRBOX4	2.269528	2.1295774243	2.2142650788722	2.300235	1.7630661	2.37319	2.04536100019183	2.05792	2.478361
KRCC1	4.94893	4.05111	3.68518	5.10732	4.81583	5.16759	3.22818	4.04946	4.22992
KREMEN1	2.453122	3.009765	2.952201	2.920517	3.046149	3.629708	2.802217	2.836307	3.631772
KREMEN2	4.34275	4.056313	4.08734	2.771968	2.961002	3.316213	2.637802	3.734563	3.453208
KRI1	19.5648	18.2956	18.3671	16.202	15.3761	17.5034	13.1451	13.3921	14.441
KRIT1	8.192631	6.560438	6.319755	5.78789301673	5.34501	5.6689729	3.829285222657	4.317087	4.985334
KRR1	22.5888	17.5985	16.9338	15.2767	12.6537	13.354	9.50216	10.5507	10.7328
KRT1	0	0	0	0	0	0	0	0	0
KRT10	4.15314	3.23702	3.6219	2.78478	2.67733	2.98197	2.49625	2.75003	2.41335
KRT12	0	0	0.0177962	0	0.0222638	0.0171455	0	0.0218598	0.0314292
KRT13	0	0	0	0	0	0.020551200728974	0	0.026208900984455	0.037669300960415
KRT14	0.0325635	0	0	0.0311469	0	0	0.0887907	0.0271539	0.117074
KRT15	0	0.0221979	0	0.0547159	0	0	0	0	0
KRT16	0	0	0	0.0295234	0	0.0403615	0.0210387	0	0
KRT16P1	0	0	0	0	0	0.0189831	0	0	0
KRT16P2	0	0	0	0.0324924	0	0	0	0.0283295	0.0407104
KRT16P3	0	0	0	0	0	0	0	0	0
KRT17	0.101965	0.0791982	0.0922905	0.552763	1.01052	0.533444	0.996517	0.935538	0.896264
KRT18	1.4591	1.83241	1.59381	1.85204	1.87072	1.846786	1.99692	1.96157	1.5103
KRT18P55	0.448729	0.544537	0.5842	0.596082	0.620877	0.823469	0.625438	0.611423	0.963336
KRT19	0	0.0284872	0.0248911	0	0	0.0479558	0.0250033	0.0305873	0
KRT19P2	0.806339	1.00376	0.632995	0.445193	0.893369	0.989767	0.716826	0.390099	0.418147
KRT2	0	0	0	0	0	0	0	0	0
KRT20	0	0	0	0	0	0	0.0199095	0	0
KRT222	0	0	0	0	0	0	0	0.0763215	0.0365671
KRT23	0	0	0	0	0	0	0	0	0
KRT24	0	0.0216664	0	0	0	0	0	0	0
KRT25	0	0	0	0	0.0270295	0	0	0	0
KRT26	0.183706	0.308903	0.353157	0.263506	0.233935	0.480318	0.166911	0.204175	0.110051
KRT27	0	0	0	0	0	0	0	0	0.0396709
KRT28	0	0	0	0	0	0	0	0	0
KRT3	0	0	0	0	0.0190895	0	0.0222224	0	0.0267743
KRT31	0	0	0	0	0	0	0	0	0.0401419
KRT32	0	0	0	0.0249073	0	0	0.0177448	0	0
KRT33A	0	0	0	0	0	0	0	0	0
KRT33B	0	0	0	0	0	0	0	0	0
KRT34	0	0	0	0	0	0	0	0	0
KRT35	0	0	0	0	0	0	0	0	0
KRT36	0	0	0	0	0	0.0423517	0.0441551	0	0
KRT37	0	0	0	0	0	0	0.0210252	0.0771576	0
KRT38	0	0	0	0	0	0	0	0	0
KRT39	0	0	0	0	0	0	0	0	0
KRT4	0	0	0	0	0	0	0	0	0
KRT40	0	0	0	0	0	0.0353345	0	0	0
KRT42P	0.133497	0.144717	0.0865397	0.109352	0.186151	0.110129	0.102105	0.155397	0.120141
KRT5	0.0224427	0.0347653	0	0.0428778	0.0380483	0.0439592	0.152708	0.0747138	0.161171
KRT6A	0	0	0	0	0	0.0137694	0	0	0
KRT6B	0	0	0	0	0	0	0	0	0
KRT6C	0	0	0	0.0216652	0	0	0.0154149	0	0
KRT7	0	0.0242909	0.0211522	0.0299737	0	0.0414098	0.0426543	0.0259871	0
KRT71	0	0	0	0	0	0.0298361	0	0	0
KRT72	0	0	0	0	0	0	0	0	0
KRT73	0	0	0	0	0.0191948	0	0	0	0
KRT74	0	0	0	0	0	0	0	0	0
KRT75	0	0	0	0	0	0.0159829	0.016658	0	0
KRT76	0	0	0	0	0	0	0	0	0
KRT77	0	0	0	0	0	0	0	0	0.0183016
KRT78	0	0	0	0.0284082	0	0	0	0	0
KRT79	0.0252288	0	0.0342075	0.0482178	0.0213968	0.0164785	0.0265199	0.0630252	0.0302071
KRT8	6.9827057	6.14558	5.79298	5.4431200924345	5.65917	6.389666573	5.378562379	5.1119281149	5.54663
KRT80	0.24718720656	0.2013805084	0.2200938315	0.2730902419	0.2201829208	0.2460122018	0.2297728686	0.299794	0.4199423623
KRT81	0	0	0	0	0	0	0.0187111	0.0228876	0
KRT82	0	0	0	0	0	0	0	0.0158711	0
KRT83	0	0	0	0	0	0	0.0381884	0.0233564	0
KRT84	0	0	0	0	0	0.016502	0	0	0
KRT85	0	0.0159755	0.0139797	0	0.017486	0	0	0.0171681	0
KRT86	0	0	0	0.0713889	0.021119	0	0	0	0.0298154
KRT8P41	0.298867	0.410859	0.339942	0.365146	0.124406	0.192761	0.222206	0.270215	0.429174
KRT9	0	0	0	0	0.0191496	0	0	0.0188016	0
KRTAP1-1	0	0	0	0	0	0	0	0	0
KRTAP1-3	0	0	0	0	0	0	0	0	0
KRTAP1-4	0	0	0	0	0	0	0	0	0
KRTAP1-5	0	0	0	0	0	0	0	0	0
KRTAP10-1	0	0	0	0	0	0	0	0.0472393	0
KRTAP10-10	0	0	0	0	0	0	0	0	0
KRTAP10-11	0	0	0	0	0	0	0	0	0
KRTAP10-12	0	0	0	0	0	0	0	0	0
KRTAP10-2	0	0	0	0	0	0.0345478	0.0720978	0	0
KRTAP10-3	0	0	0	0	0	0	0	0	0
KRTAP10-4	0	0	0	0.0376369	0	0	0	0	0
KRTAP10-5	0	0	0	0	0	0	0	0	0
KRTAP10-6	0	0	0	0	0.0379192	0.0291779	0.0304355	0.0372357	0
KRTAP10-7	0	0	0	0	0	0	0.046153	0	0.0405668
KRTAP10-8	0	0	0	0	0	0	0	0	0
KRTAP10-9	0	0	0	0	0	0	0	0	0
KRTAP11-1	0.0638724	0	0	0	0	0	0	0	0
KRTAP12-1	0	0	0	0	0	0	0	0	0
KRTAP12-2	0	0	0	0	0	0	0	0	0
KRTAP12-3	0	0	0	0.184287	0	0	0	0	0
KRTAP12-4	0	0	0	0	0	0	0.115406	0	0
KRTAP13-1	0	0	0	0	0	0	0	0	0
KRTAP13-2	0	0	0	0	0	0	0	0	0
KRTAP13-3	0	0	0	0	0	0	0	0	0
KRTAP13-4	0	0	0	0	0	0	0	0	0
KRTAP15-1	0	0	0	0	0	0	0	0	0
KRTAP16-1	0	0	0	0	0	0	0.0235086	0.0575163	0
KRTAP17-1	0	0	0	0	0.132568	0	0.0532021	0	0.0932886
KRTAP19-1	0	0	0	0	0	0	0	0	0
KRTAP19-2	0	0	0	0	0	0	0	0	0
KRTAP19-3	0	0	0	0	0	0	0	0	0
KRTAP19-4	0	0	0	0	0	0	0	0	0
KRTAP19-5	0	0	0	0	0	0	0	0	0
KRTAP19-6	0	0	0	0	0	0	0	0	0
KRTAP19-7	0	0	0	0	0	0	0	0	0
KRTAP19-8	0	0	0	0	0	0	0	0	0
KRTAP2-1	0	0	0	0	0	0	0	0	0
KRTAP2-2	0	0	0	0	0	0	0	0	0
KRTAP2-3	0	0	0	0	0	0	0	0	0
KRTAP2-4	0	0	0	0	0	0	0	0	0
KRTAP20-1	0	0	0	0	0	0	0	0	0
KRTAP20-2	0	0	0	0	0	0	0	0	0
KRTAP20-3	0	0	0	0	0	0	0	0	0
KRTAP20-4	0	0	0	0	0	0	0	0	0
KRTAP21-1	0	0	0	0	0	0	0	0	0
KRTAP21-2	0	0	0	0	0	0	0	0.392406	0
KRTAP21-3	0	0	0	0	0	0	0	0	0
KRTAP22-1	0	0	0	0	0	0	0	0	0
KRTAP22-2	0	0	0	0	0	0	0	0	0
KRTAP23-1	0	0	0	0	0	0	0	0	0
KRTAP24-1	0	0	0	0.0308536	0	0	0.0219883	0	0
KRTAP25-1	0	0	0	0	0	0	0	0	0
KRTAP26-1	0	0	0	0	0	0	0	0	0
KRTAP27-1	0	0	0	0	0	0	0	0	0
KRTAP29-1	0	0	0.0377436	0	0	0	0	0	0
KRTAP3-1	0	0	0	0	0	0	0	0.0934347	0
KRTAP3-2	0	0	0	0	0	0	0	0	0
KRTAP3-3	0	0	0	0	0	0	0	0	0
KRTAP4-1	0	0	0	0	0	0	0	0	0
KRTAP4-11	0	0	0	0	0	0	0	0	0
KRTAP4-12	0	0	0	0	0	0	0	0	0
KRTAP4-2	0	0	0	0	0	0	0	0	0
KRTAP4-3	0	0	0	0	0	0	0	0	0
KRTAP4-4	0	0	0	0	0	0	0	0	0
KRTAP4-5	0	0	0.0455053	0	0	0	0	0	0
KRTAP4-6	0	0	0	0	0	0	0	0	0
KRTAP4-7	0	0	0	0	0	0	0	0	0
KRTAP4-8	0	0	0	0	0	0	0	0	0
KRTAP4-9	0	0	0	0	0	0	0	0	0
KRTAP5-1	0	0	0	0	0	0	0.0420381	0	0
KRTAP5-10	0	0.0417158	0	0	0	0.03505	0	0.0447501	0
KRTAP5-11	0	0	0	0	0	0	0	0.0933735	0
KRTAP5-2	0	0	0	0	0	0	0	0	0
KRTAP5-3	0	0	0	0	0.110888	0	0.0445026	0	0
KRTAP5-4	0	0.0404081	0	0.137938	0	0.0314085	0.0330634	0	0
KRTAP5-5	0	0	0	0	0	0	0	0	0
KRTAP5-6	0	0.0945051	0	0	0	0	0	0	0
KRTAP5-7	0	0.0508669	0	0	0	0.0426861	0.0891267	0	0
KRTAP5-8	0	0	0	0.0449798	0	0.0615042	0.0320807	0.0392496	0.112709
KRTAP5-9	0	0.0727917	0	0.0895209	0.0397738	0.091806	0.127695	0	0.112159
KRTAP6-1	0	0	0	0	0	0	0	0	0
KRTAP6-2	0	0	0	0	0	0	0	0	0
KRTAP6-3	0	0	0	0	0	0	0	0	0
KRTAP7-1	0	0	0	0	0	0.0592018	0	0	0
KRTAP8-1	0	0	0	0	0	0	0	0	0
KRTAP9-1	0	0	0	0	0	0	0	0	0
KRTAP9-2	0	0	0	0	0	0	0	0	0
KRTAP9-3	0	0	0	0	0	0	0	0	0
KRTAP9-4	0	0	0	0	0	0	0	0	0
KRTAP9-8	0	0	0	0	0	0	0	0	0
KRTAP9-9	0	0	0	0	0	0	0.0400275	0	0
KRTCAP2	36.5401	28.3191	30.4753	27.3391	22.5855	23.2796	18.7162	16.7376	18.2432
KRTCAP3	0.444076	0.753918	0.815362	0.633696	1.013084	0.791233	0.588157	0.749827	1.03209
KRTDAP	0	0	0	0	0	0	0	0	0
KSR1	3.34493	2.92697	2.99962	2.85154	2.89536	2.77455	2.80718	2.7687	3.44011
KSR2	0.109401	0.166224	0.137536	0.127044	0.0953234	0.123319	0.107746	0.141666	0.111847
KTI12	8.39092	7.14401	6.89626	6.93563	6.67183	5.86718	4.09179	5.21139	4.50318
KTN1	46.7948412	36.079765	34.54501127939	30.31248105	26.13316147	28.63701	19.401524578	21.8532800287759	23.1088785036
KTN1-AS1	1.95489	1.43613	1.90658	1.66648	1.20807	1.53442	1.13937	1.30484	1.02268
