OCI-Ly1_DMSO_rep1	OCI-Ly1_DMSO_rep2	OCI-Ly1_DMSO_rep3	OCI-Ly1_JIB04_150nM_rep1	OCI-Ly1_JIB04_150nM_rep2	OCI-Ly1_JIB04_150nM_rep3	OCI-Ly1_JIB04_500nM_rep1	OCI-Ly1_JIB04_500nM_rep2	OCI-Ly1_JIB04_500nM_rep3
LINC00626	0	0	0	0	0	0	0	0	0
LINC00628	0	0	0	0	0.0460466	0	0.0692756	0.142813	0
LINC00629	1.97408	2.6837	2.85276	1.80412	2.35189	2.55412	1.64274	1.72524	2.89963
LINC00630	5.28369	6.25772	5.87773	5.33192	5.82502	5.57002	8.49751	6.60335	7.74422
LINC00633	0.207218	0	0.434864	0.214227	0.220627	0.880476	0.166374	0.227623	0.289789
LINC00634	0.362399	0.370342	0.30511	0.596827	0.309303	0.153817	0.69782	0.799592	0.610168
LINC00635	0	0	0	0	0	0	0	0	0
LINC00636	0	0	0	0	0	0	0	0.0469411	0
LINC00637	0.511189	0.576077	1.004	0.548689	0.870599	0.364954	0.386209	0.505068	0.258248
LINC00638	0.852741	1.32393	1.12717	0.713954	1.17134	1.12866	1.47122	1.24248	1.57421
LINC00639	0.11763	0.291887	0.0743428	0.157146	0.213494	0.0998054	0.0943555	0.0259925	0.132198
LINC00640	0.0949356	0.138663	0	0.0980908	0.101105	0.268907	0.533515	0.417363	0.0885477
LINC00641	8.64555	8.45038	10.24723	8.28894	9.09854	8.9228	5.84337	5.319756	6.55662
LINC00642	0	0	0	0	0	0	0	0	0
LINC00643	0.502577	0.526046	0.395761	0.368275	0.402322	0.401711	0.439065	0.355371	0.540212
LINC00645	0.231207	0.274209	0.487034	0.356462	0.447368	0.224793	0.312973	0.351183	0.365354
LINC00648	2.21781	2.22483	2.22272	2.68505	1.88636	1.71203	1.58149	1.91306	1.98937
LINC00649	6.33639	6.08618	6.749	6.28653	6.88141	6.37044	6.17552	6.89385	7.13546
LINC00651	3.02219	2.77967	2.11337	2.19985	3.09747	2.53693	2.24694	3.07228	1.77333
LINC00652	16.34157	13.75568	16.5491000383232	14.738700429308	13.01871	13.79503	9.303186	10.78428	10.4657
LINC00654	0.18479	0.0832089	0.0749789	0.131865	0.167473	0.140714	0.182437	0.628101	0.319462
LINC00656	0	0	0	0	0	0	0	0	0
LINC00657	100.516	99.5453	108.303	96.0106	110.808	109.622	84.7506	91.9182	90.3547
LINC00658	0	0	0	0	0	0	0	0	0
LINC00659	0	0.261051	0	0.122584	0.0951913	0	0.0951141	0	0.0833778
LINC00661	0	0	0	0	0	0	0.0245897	0	0
LINC00662	10.7867	12.2272	11.0777	12.0083	13.3323	13.3008	20.3744	18.4136	16.9527
LINC00663	19.2738	18.4317	20.1662	18.5759	18.39	17.2958	12.8991	12.938	14.024
LINC00665	10.40928	8.97869	11.42328	9.81923	10.23702	10.13393	18.55707	17.66981	16.93766
LINC00667	22.4653	23.2453	24.5868	21.9082	22.6589	23.5707	25.2689	24.5837	25.2699
LINC00668	4.32228	3.49871	4.85681	4.15434	4.52395	4.51332	2.61058	2.96695	3.85198
LINC00669	0	0	0	0	0	0	0	0	0
LINC00670	16.8285	14.0568	18.5447	14.2869	18.6776	18.1503	11.4701	12.5862	14.2294
LINC00671	4.19389	2.38835	3.94904	2.95821	3.90939	2.78308	3.55629	3.21502	3.29214
LINC00672	1.74401	1.35666	1.83284	1.75829	1.77596	1.66962	1.19234	1.08351	1.32937
LINC00673	1.18481	1.24623	1.18222	1.04346	0.935219	1.15096	0.740558	1.33493	0.957894
LINC00674	15.9796	16.268	17.1507	15.0346	16.4233	16.4368	14.8589	15.9316	15.4682
LINC00675	0	0	0	0	0	0	0	0	0.0333053
LINC00684	1.598384	1.169102	2.34586	2.4879	2.55102	1.814602	1.284092	1.401496	1.933118
LINC00685	19.1165	63.1066	21.5758	20.6388	21.3236	21.0358	22.6458	25.0656	21.8162
LINC00689	0.27951	0.295926	0.267658	0.299478	0.176087	0.197243	0.091506	0.393331	0.213851
LINC00691	2.3434	3.60304	3.53509	2.94142	2.83191	2.75631	1.96803	2.99347	2.53053
LINC00692	2.29269	3.27356	2.16542	2.39314	2.20426	3.03963	2.09197	1.47728	2.69631
LINC00693	0	0	0	0	0	0	0.0261939	0	0
LINC00696	1.56793	1.33233	1.61713	1.2041	1.06705	1.3949	0.920323	1.12074	1.06148
LINC00698	9.60963	9.3947	11.25	11.4444	10.0678	9.35087	4.04162	6.5885	5.3134
LINC00700	0.500546	0.18688	0.265993	0.369432	0.415373	0.218465	0.566651	0.24674	0.54293
LINC00701	0.237888	0.146645	0.211633	0.131246	0.194976	0.34835	0.212451	0.161317	0.145298
LINC00704	2.0951	2.19301	1.91343	1.3837	2.10845	1.4542	1.42725	1.04641	1.36788
LINC00705	0	0	0	0	0	0	0	0	0
LINC00707	1.15643	0.56268	1.02374	0.826987	0.608283	0.995516	1.02177	0.462785	0.643387
LINC00710	0	0	0	0	0	0	0	0	0
LINC00837	0.101465	0.129297	0.106637	0.0780308	0.108079	0.0715815	0.0406042	0.125826	0.0592537
LINC00838	1.51648	1.95918	2.40475	1.43355	1.19082	1.65169	1.63597	1.40537	1.35456
LINC00839	1.47161	1.36844	1.33479	0.785078	0.998501	1.50298	1.17603	0.866929	1.04355
LINC00840	0.349547	0.274759	0.169841	0.359568	0.401714	0.380344	0.237281	0.593596	0.603904
LINC00841	0	0	0	0	0	0	0	0	0.0555202
LINC00842	0.161555	0.288229	0.226846	0.055363	0.134127	0.101549	0.230395	0.0198251	0.0504186
LINC00847	12.22654	13.51298	13.141177	13.15234	12.912567	13.49594	18.01056	16.92831	18.65798
LINC00851	0.086217	0	0	0.0890227	0.183668	0	0	0	0.0804423
LINC00852	3.80059	3.90232	3.38369	3.69834	2.53934	3.07294	1.91007	2.71747	2.30425
LINC00853	0.0974007	0	0.102228	0	0	0	0.0781974	0	0.181672
LINC00854	2.30021	1.41413	1.909	1.99695	2.00052	1.3709	1.4087	0.533433	1.30067
LINC00856	0.202068	0.455849	0.232141	0.169973	0.11765	0.103922	0.132624	0.263739	0.240777
LINC00857	1.22221	0.720897	0.995461	0.792576	0.393308	0.491316	0.724985	0.519678	1.03577
LINC00858	0	0	0	0.0427496	0.0216293	0	0	0	0
LINGO1	0	0	0.018529	0	0	0	0	0	0
LINGO2	0	0	0	0	0	0	0.039175	0	0
LINGO3	0.0990343	0.0361419	0.0782005	0.101859	0.158537	0.070041	0.417105	0.491987	0.254894
LINGO4	0	0	0	0	0	0	0	0.0440385	0
LINS	9.70479	10.7762	11.2672	9.29665	10.5354	12.4943	10.031	8.65555	12.6955
LIPA	13.21067	13.175719	15.383955	13.649923	15.39941	17.13992	19.37375	20.72526	21.53909
LIPC	0.675595	1.18353	0.817716	0.695277	0.612695	0.62126	0.352318	0.33544	0.316009
LIPE	5.297	3.8464	4.83253	5.22407	4.5411	4.59664	3.06872	3.26577	3.5074
LIPF	0	0	0	0	0.0438743	0.0581971	0.0660023	0	0.0384633
LIPG	16.8659	16.2921	17.1602	14.6705	13.6803	15.9498	12.728	12.9823	13.9573
LIPH	0	0	0.0443882	0	0	0	0.0338168	0	0.0197305
LIPI	0.0661393	0	0.139225	0.0340314	0.141136	0.140352	0.159189	0.182446	0.123751
LIPJ	0.221054	0.268928	0.155087	0.303386	0.275134	0.260625	0.177356	0.528354	0.172303
LIPK	0	0	0	0	0	0	0	0	0
LIPM	0	0	0	0	0	0	0	0	0
LIPN	0	0.0686816	0	0	0.050172	0	0.0754933	0.103726	0.0439788
LIPT1	9.869690703928	7.533433	8.077985	9.5266428	9.708648	10.189014	7.877651028807	8.208019	9.9237234
LIPT2	4.02507	3.56186	4.23125	4.02399	5.13628	5.9564	8.76039	8.33002	7.12173
LITAF	6.385915	7.2368	7.466028	6.827055	5.987898	6.447689	13.14751	13.13516	12.377511
LIX1	1.06429	0.811919	1.08135	0.948853	0.922849	1.04386	0.585338	0.482275	0.708594
LIX1L	11.9887	14.461	12.7395	11.8163	12.7891	12.1241	9.52435	12.4429	9.81532
LLGL1	11.707	11.2561	10.3521	12.4619	10.3886	10.5799	13.5835	16.3125	14.9045
LLGL2	3.283349	2.620475210302	2.709164	2.457303	1.966436	2.831682	2.69527700017987	2.965818	3.011339
LLPH	53.9625	60.6216	67.4157	58.5059	62.0968	66.2409	54.3796	57.3609	59.79
LMAN1	33.8376	35.836	41.0851	36.0031	45.7301	45.4441	54.2844	54.5895	54.5506
LMAN1L	0.0928494	0.0451815	0.162889	0.0318455	0.0660484	0.0437831	0.0496606	0.0683092	0.318534
LMAN2	62.3996	64.5182	63.3216	66.5991	63.3169	67.9671	78.8947	88.766	80.2533
LMAN2L	13.573725	12.591497	11.766533	13.139356	12.269481	11.58436605	16.98322	17.212595	16.529091
LMBR1	26.1887	28.5039	29.5313	27.3657	32.3532	34.0585	34.107	32.3775	36.2907
LMBR1L	8.21824	7.56306	6.74861	9.00248	9.53401	7.9283	11.4657	14.1042	15.1971
LMBRD1	20.3223	21.346	22.8562	19.358	23.0226	24.4086	24.6092	29.0315	28.5014
LMBRD2	18.3862	18.4859	20.3156	18.981	23.0958	24.0521	29.4468	31.6361	29.5786
LMCD1	0	0	0	0	0.0330661	0	0.0745856	0	0
LMCD1-AS1	1.17041	1.56764	1.30333	0.985419	1.11179	1.69181	1.00758	1.11639	0.736309
LMF1	1.524754	2.508756	2.158847	2.1506862	2.198128	1.6759000133	3.9807022396	3.817245	4.171349
LMF2	16.9574	14.9745	16.2983	19.3889	17.6302	15.8948	19.6509	23.0982	24.3737
LMLN	1.45225005888822	1.468792	1.48765002278	1.40264189	1.3359531	1.5909600128996	1.646313	1.807943	1.831187
LMNA	0.3319749	0.298222	0.376391	0.31874	0.2363741	0.262254	0.676207	1.097429	1.4853163
LMNB1	166.6981	183.9049	193.448	171.3023	178.1773	180.6737	147.4433	153.6381	146.6315
LMNB2	97.5595	100.38	94.3237	96.6299	89.3082	93.0181	85.9505	98.6849	92.2386
LMO1	0	0	0	0	0	0	0	0	0
LMO2	0.0339917	0	0	0.117578	0	0.097027804649	1.063588	0.252465	0.82677
LMO3	9.9629591	9.255651	10.87515	8.425443	10.14135	10.173743	4.9890526	5.72672	5.91652930047528
LMO4	12.9962	13.2027	15.2283	15.9323	18.561	17.904	29.6481	32.9644	33.2189
LMO7	31.147	32.8104	35.45	31.33672	31.48314	36.4975	32.94789	33.66236	31.6797
LMOD1	0.025621	0	0.0134934	0.0131656	0	0.018116	0.0411037	0.0424582	0.0599848
LMOD2	0.024522	0	0.051636	0.0252211	0.0261706	0.104057	0.059017	0	0.0459022
LMOD3	1.0051	2.08174	0.953467	1.09607	0.955749	0.866196	0.771988	0.866107	0.748221
LMTK2	9.05792	9.57137	9.79471	9.04886	8.7518	9.67757	9.52655	10.3003	9.71435
LMTK3	0.192561	0.103552	0.170817	0.0937249	0.140669	0.0573253	0.211364	0.36955	0.237311
LMX1A	0	0	0	0	0	0	0	0.0168562	0
LMX1B	0.558750119	0.439040064	0.428404946	0.381841279	0.442933641	0.360696863	0.270017018	0.374789859	0.475753241
LNP1	2.57645	3.04208	1.78162	1.91614	1.78186	2.97366	2.58042	2.64439	2.92196
LNPEP	68.6903	67.255	72.4276	68.2616	73.3245	75.4264	62.2931	71.1152	71.7592
LNX1	1.1829	1.03601	1.264869	0.748378	1.35978	1.15821	1.182481	0.822006	1.414159
LNX1-AS1	0	0	0	0	0	0	0	0	0
LNX1-AS2	2.54433	1.97564	3.5049	1.83768	2.48409	2.33556	1.28117	1.703	1.69711
LNX2	6.18321	7.19774	6.58022	6.73566	6.19691	7.62948	6.70247	7.72754	7.76195
LOC100009676	2.61361	3.07195	2.64509	2.64231	2.83267	2.23064	3.75781	4.02729	2.92143
LOC100093631	0.52229	0.626012	0.626387	0.574803	0.900395	0.778986	0.468996	0.533742	0.471005
LOC100093698	0	0	0	0	0	0.0330243	0	0	0
LOC100126784	0.190774	0.0795619	0.129174	0.196072	0.11638	0.231246	0.120238	0	0.0765647
LOC100127888	0	0	0.203211	0.0831716	0.0901229	0	0.123951	0	0.131565
LOC100127983	20.1813	21.3592	22.1016	21.8117	26.3994	25.0788	24.6165	24.4889	27.944
LOC100128054	0	0	0	0	0	0	0	0	0
LOC100128076	0.158018	0.0768912	0.0831793	0.162543	0.112422	0.0372535	0.0845129	0.116287	0.197176
LOC100128164	6.79141	6.58924	7.10791	5.96563	5.63873	6.30956	4.3362	5.42141	4.95303
LOC100128176	0.406244	0.222385	0.400969	0.496195	0.352254	0.359144	0.162952	0.308318	0.427727
LOC100128239	0	0	0	0	0	0	0	0	0
LOC100128252	0.308002	0.393447	0.445655	0.396342	0.533932	0.163418	0.37068	0.212337	0.576134
LOC100128264	1.69709	1.38423	1.40333	1.41773	1.4348	0.972489	1.08291	1.05755	1.50782
LOC100128288	2.65427	2.78308	2.67425	2.43708	2.87239	2.73433	1.62975	2.97483	2.48931
LOC100128338	5.23115	3.66324	4.9657	5.03188	5.09881	3.64115	3.52281	3.39961	4.30771
LOC100128361	4.23565	2.50991	3.66522	3.70855	2.88709	3.94443	3.09508	4.58448	4.0239
LOC100128398	2.4989	2.95685	3.61039	2.51912	2.44926	2.67329	3.49391	2.82837	4.09246
LOC100128420	0	0	0	0	0	0.139345	0	0	0
LOC100128505	0.275057	0.0892301	0.160849	0.157228	0.228275	0.302638	0.196152	0.134909	0.285952
LOC100128531	14.0369	9.36219	13.5239	11.1813	9.24839	10.4321	7.43055	8.33243	8.80935
LOC100128554	0	0	0	0	0	0	0	0	0
LOC100128568	2.54693	4.01786	2.99338	3.36996	3.36273	1.87594	2.45385	4.36495	2.18477
LOC100128573	7.74998	10.033	4.66675	6.5131	7.14502	7.44834	3.91914	4.93602	3.45453
LOC100128593	5.80239	3.69772	5.52733	5.24277	3.57584	5.06161	3.14867	3.46302	3.55827
LOC100128675	10.87066	8.16604	10.23678	8.48443	10.84315	9.66811	7.49177	8.46238	8.54333
LOC100128682	4.10079	4.12207	3.56833	3.25643	3.32456	2.77496	2.53218	2.41277	2.81946
LOC100128714	0.0539868	0	0.19893	0.0277668	0.115233	0.0763689	0.151584	0	0.227343
LOC100128750	0	0	0	0	0	0	0	0	0
LOC100128770	0.68612	0.402476	0.713174	0.523622	0.402571	0.797078	0.64081	0.672696	0.53808
LOC100128787	0.294382	0.3224	0.077326	0.455573	0.156842	0.208398	0.531597	0.728891	0.48097
LOC100128822	6.91886	7.11012	6.18252	5.96875	7.42217	7.38296	8.37336	8.14333	8.56774
LOC100128881	5.86886	6.14076	5.85109	5.29282	6.11511	4.5418	7.50489	8.34186	7.38858
LOC100128946	0	0	0	0	0	0	0	0	0
LOC100128993	0.0573294	0.167411	0	0	0	0	0	0.315819	0
LOC100129027	0	0	0	0	0	0	0	0	0
LOC100129034	4.1039	3.47397	3.84219	3.87307	3.61294	3.27471	2.82824	3.32553	3.60615
LOC100129046	0.104376	0.0507918	0.109851	0.0716159	0	0	0.111655	0	0.0325462
LOC100129055	0.0373017	0	0.0196408	0.0191752	0.0597244	0.211025	0.0149615	0.0411952	0.0873061
LOC100129083	0.485206	0.535033	0.3375	0.129124	0.358798	0	0	1.01545	0.63919
LOC100129138	0.902427	0.854199	1.13251	1.21207	0.85122	1.02476	0.73157	1.1851	1.15711
LOC100129148	3.01339	1.89923	2.43064	1.11753	3.01115	3.58849	2.32413	2.91947	2.45784
LOC100129175	0	0	0	0	0	0	0	0	0
LOC100129213	10.0196	8.09343	8.82994	8.10665	7.54718	7.60983	6.51196	6.79698	7.47774
LOC100129216	16.4846	6.22016	24.5602	19.0539	18.8207	15.9808	28.7382	12.1532	14.6571
LOC100129250	34.15503	37.0079	38.84182	35.80264	36.8964	33.99164	35.82407	44.5817	37.29564
LOC100129269	10.736	11.5818	9.75441	8.62579	9.06395	8.62459	7.57978	7.40733	8.69086
LOC100129316	0.0670817	0.0279756	0.0908562	0.00984664	0.0204637	0.0135511	0.0307474	0.0741247	0.0897597
LOC100129345	0.0925791	0.236017	0.270876	0.033256	0.0616787	0	0	0.0356735	0.151169
LOC100129361	10.1662	11.1951	12.0044	11.8213	13.1682	13.2697	15.6809	16.7941	14.7057
LOC100129427	0	0	0	0	0	0	0	0	0
LOC100129480	3.30019	3.23281	2.68372	2.90521	2.91486	3.67209	2.23216	2.25416	2.66804
LOC100129518	2.91713	3.05691	2.95133	1.41912	2.53318	2.33965	3.17464	3.76739	3.34954
LOC100129520	0	0	0	0	0	0	0	0	0.0161813
LOC100129534	0.467182	0.647876	0.541083	0.768743	0.448746	0.561681	1.12435	1.62476	1.07133
LOC100129550	2.42787	1.77011	2.16307	1.78804	2.25645	2.18646	1.59345	1.74371	1.8875
LOC100129617	1.38488	1.29386	0.933058	1.16822	1.7143	1.05786	1.35545	1.1923	1.45147
LOC100129620	0.0204583	0	0.0861712	0.10518	0.0218363	0.0868064	0.0820587	0	0.0383033
LOC100129636	0	0	0.0568829	0	0	0	0.130204	0.0596028	0.202184
LOC100129722	0.521178	0.277249	0.599706	0.5908	0.663771	0.392072	0.352198	0.87086	0.865139
LOC100129726	4.86134	3.83612	4.45981	4.56323	3.29437	3.15986	4.26914	5.32785	4.85529
LOC100129794	0	0	0	0	0	0	0	0	0
LOC100129858	1.81232	1.80208	2.43336	1.89121	2.10224	2.34064	3.39248	2.81237	2.9251
LOC100129917	23.00649	22.29919	23.56991	18.6264	19.07169	20.08477	11.84337	10.61417	13.84773
LOC100129924	1.00777	1.29834	1.05967	1.40553	1.07443	1.25862	1.04658	0.653061	0.941556
LOC100129931	0.957263	0.45757	0.33106	0.421627	0.363649	0.445624	0.367845	0.110051	0.399042
LOC100129935	1.14574	1.40583	1.10322	0.741112	0.697992	0.987868	0.806541	0.576769	0.332727
LOC100129961	2.67515	1.94482	3.89697	3.08456	2.4848	3.13286	1.03739	1.55578	1.62338
LOC100130000	5.37601	5.28499	5.77405	4.6183	5.0457	5.80741	5.59817	8.28077	6.77562
LOC100130015	0.23648	0.501529	0.489087	0.5252071	0.337806	0.553528	0.245162	1.304451	0.532964
LOC100130075	0.43462	0.793211	0.457087	0.0559857	0.115858	0.384449	0.0871896	0	0.456935
LOC100130093	4.37704	4.6731	3.71091	3.841119	4.67546	3.14942	2.86775	3.95382	4.42265
LOC100130155	0	0	0	0	0	0	0	0	0
LOC100130231	0.199135	0.220548	0.22226	0.262993	0.0919425	0.187669	0.2384049	0.0319823	0.133679
LOC100130238	0	0	0	0	0	0	0	0	0
LOC100130264	0.11977	0.0437109	0.0315187	0	0.0958513	0.0847149	0.024022	0.0991353	0.0840501
LOC100130275	0	0	0	0	0	0	0	0	0
LOC100130298	0.414482	0	0.579539	0.2864	0.294075	0.391889	0.333032	0	0.128613
LOC100130301	0	0	0	0	0	0	0	0	0
LOC100130331	0.13185	0.289033	0.103944	0.135273	0.123184	0.186112	0.226368	0.0908485	0.124621
LOC100130348	1.90677	3.29813	1.45369	1.9802	2.02878	1.7221	1.25376	1.70951	2.74207
LOC100130357	1.47565	1.33344	1.43852	1.26166	1.10911	1.37844	1.54984	1.46884	1.58561
LOC100130370	0.0803896	0.234786	0.0844415	0.165949	0	0.113834	0.193569	0.442131	0.225082
LOC100130417	0	0	0	0.150487	0	0.205892	0.116614	0	0
LOC100130451	30.0908	25.3619	34.4937	29.3757	28.2275	30.8303	20.2401	25.3517	25.966
LOC100130452	1.55036	1.03042	0.88681	0.730626	3.00004	1.39945	0.792667	1.08225	1.18078
LOC100130476	0.432597	0.315752	0.597735	0.667504	0.750173	0.344209	1.99554	1.46236	1.97356
LOC100130480	0	0	0	0	0	0.156046	0	0	0
LOC100130539	0	0	0	0	0	0	0	0	0
LOC100130557	5.71375	7.04473	6.22476	5.64241	5.83203	6.1434	6.11847	5.71947	5.68764
LOC100130581	12.38109	8.9815	11.7377	10.70698	11.09543	10.77318	10.13343	10.92218	10.69386
LOC100130673	0.237611	0.346878	0.321533	0.244535	0.325947	0.4322	0.163401	0.0749048	0.222282
LOC100130691	1.74248	1.35338	1.4901	1.60668	1.51157	1.74516	1.18474	1.35754	1.61912
LOC100130700	0	0	0	0	0	0	0	0	0
LOC100130705	1.74035	1.79777	1.69207	1.98128	1.72933	1.7228	1.87926	2.76562	1.91812
LOC100130744	2.07517	2.3644	2.82186	2.49967	2.12433	2.23742	1.84252	2.05486	1.9469
LOC100130776	0.161416	0	0.0415419	0.29283	0.583795	0.31982	0.219824	0.136172	0.117932
LOC100130849	1.9329	3.17671	2.66008	1.25008	3.08503	1.8827	0.582784	1.19304	1.46264
LOC100130855	2.8965	2.96313	3.60454	2.6575	3.3754	3.54131	2.08673	2.44787	2.0155
LOC100130872	1.4493	1.12799	1.5365	1.2872	1.16738	1.28899	1.47124	1.57912	1.55943
LOC100130880	0	0	0	0	0	0	0	0	0
LOC100130894	2.69543	2.02209	2.26204	2.51643	2.63694	3.05504	1.8023	1.3228	2.35072
LOC100130899	1.67375	1.89599	1.90477	1.47929	1.43378	1.54611	0.756723	1.26909	1.56897
LOC100130950	1.51191	0.664452	1.1246	1.18431	1.14584	1.10017	2.21653	1.94792	2.07259
LOC100130954	0.849868	0.619678	0.604358	0.62533	0.663813	0.78603	0.422985	0.650881	0.693983
LOC100130964	0	0	0	0	0	0	0	0	0
LOC100130987	1.69714	1.65211	2.52644	2.04239	1.95929	2.10239	4.54018	4.20289	3.69765
LOC100130992	0	0	0	0	0	0	0.0185771	0	0
LOC100131047	1.81198	2.06533	1.90772	1.53178	1.8543	1.75548	1.23459	1.04128	1.30094
LOC100131060	0.233994	0	0.061513	0	0.124738	0	0.0469436	0.25779	0
LOC100131067	7.50093	7.29228	6.54256	6.74512	6.72292	6.743424	7.86124	7.750994	7.73158
LOC100131089	11.53809	9.664009	12.33524	11.96093	12.08439	11.54467	17.53843	22.93996	20.7779
LOC100131094	0.845088	0.615819	0.768723	1.04027	0.922404	0.931781	0.583278	0.71192	0.8747
LOC100131096	3.76274	3.21991	3.01691	3.34471	3.28977	3.74514	2.27871	2.11882	2.6813
LOC100131138	1.21746	0.356416	0.764193	0.252984	1.02881	0	0.783101	0	0
LOC100131234	50.559	38.6947	51.4871	49.7083	41.4703	56.793	54.1504	52.7417	53.8726
LOC100131257	21.0443	18.5059	23.4482	19.238	21.5331	22.3157	15.303	17.304	18.9302
LOC100131289	0.803487	0.74663	0.844234	0.753576	1.47886	0.517087	0.410366	0.241152	0.545578
LOC100131320	0.56941	0.403095	0.642401	0.547226	0.831604	0.494386	0.698063	0.163908	0.527734
LOC100131347	4.17725	4.13331	5.01768	4.55813	4.67044	4.15944	3.28273	3.07921	4.25857
LOC100131434	1.15088	1.26398	1.39323	1.47256	1.36926	1.33419	2.67614	2.23756	2.61922
LOC100131496	0.805217	0.96774	1.18842	0.544089	0.737691	0.569037	0.557803	0.449165	0.908322
LOC100131551	0.566405	0.512228	0.72583	0.489816	0.635256	0.974516	0.433884	0.520776	0.618478
LOC100131564	17.8497	16.7723	20.7674	17.9598	19.468	20.4178	17.0009	22.9394	19.3858
LOC100131626	16.95795	9.9972	20.61148	14.14108	15.79497	21.31302	10.59731	16.38022	16.1626
LOC100131635	3.25179	7.14594	6.80239	3.09168	4.28434	4.61045	1.96119	2.06707	3.0104
LOC100131655	3.56801	3.43866	3.61089	2.43476	2.71309	2.96289	3.0024	4.59757	3.96021
LOC100131691	5.72363	5.3756	6.19796	5.71005	5.8837	6.30361	5.98534	6.03686	5.75008
LOC100131726	0	0	0	0	0	0	0	0	0
LOC100131825	0	0	0	0	0	0	0.0249664	0	0.0437145
LOC100132062	2.0991973	1.66459	1.22589577	2.549287	1.5081581	1.876936	1.259815285	2.29799	1.930412
LOC100132077	3.05755	3.19346	2.77991	3.586	2.91292	2.55575	3.52875	3.27375	3.29945
LOC100132078	16.184	15.7062	16.8362	15.3358	14.1558	15.8169	7.11858	7.30206	7.80872
LOC100132111	0.0811927	0.355699	0.0852823	0.335231	0.864961	0.114973	1.04269	0	0.151548
LOC100132146	0.184676	0.360421	0.105961	0.21085	0.187448	0.124248	0.166724	0	0.219162
LOC100132215	0.5101	0.420714	0.50573	0.612203	0.915387	0.839478	0.501386	0.592625	0.557478
LOC100132247	25.922	22.8922	27.7932	23.6416	27.1067	25.6068	28.0518	31.9383	29.6981
LOC100132273	4.10278	4.1831	4.11269	4.356	3.96065	5.94238	9.1695	8.12016	7.70723
LOC100132287	2.0991973	1.66459	1.22589577	2.549287	1.5081581	1.876936	1.259815285	2.29799	1.930412
LOC100132352	23.6329	23.8897	22.3838	22.0111	23.1787	21.3674	36.7546	33.5763	30.732
LOC100132354	0	0	0	0	0.0490622	0	0.0368777	0	0
LOC100132356	4.74293	4.42567	5.087	4.87953	4.45424	4.92728	8.26234	5.86415	8.10202
LOC100132707	17.48974	14.34876	16.9066	16.46105	15.94527	16.36118	19.6646	20.77495	19.5748
LOC100132735	0	0	0	0.0442974	0	0	0	0	0
LOC100132741	0.620618	0.906133	0.595951	0.583933	0.604223	0.534651	0.303136	0.356828	0.504343
LOC100132781	0.0493168	0.179979	0.103846	0.0760848	0.0526321	0.104636	0.2176	0.136111	0.0692357
LOC100132831	0	0	0	0.0276229	0	0	0	0	0
LOC100132832	12.4942	13.7071	13.3878	12.1655	12.5861	12.165	10.3007	10.1799	12.773
LOC100132891	0.0316691	0.0252897	0.0471456	0.0221821	0	0.0343227	0.00969961	0	0.0794948
LOC100133050	4.01347	3.60945	3.72419	2.28543	3.77935	4.17316	3.75009	2.21865	4.03607
LOC100133091	5.2534	5.07358	5.44792	5.42667	5.6291	5.65886	9.73285	10.2373	9.16036
LOC100133123	0	0.169749	0.196805	0	0	0	0.273121	0	0.13255
LOC100133161	0.379278	0.112752	0.234336	0.292091	0.202054	0.164981	0.551523	0.50699	0.598012
LOC100133267	0.270108	0	0.28324	0.832062	0	0.379746	0.654278	0	0.75084
LOC100133286	0.562689	0.499114	0.382557	0.677746	0.647851	0.515595	0.452792	0.755903	0.381584
LOC100133315	9.55918	10.162	8.71658	10.7892	10.8522	9.60116	16.1708	21.0244	17.53
LOC100133331	2.763620855505	2.516477	3.9329828285	1.983211207	2.46415400016132	1.95245483	6.24201	4.63723146301	5.943797
LOC100133445	0.146655	0.17366	0.185585	0.23737	0.16395	0.106168	0.104721	0.209002	0.274655
LOC100133461	0	0	0	0	0	0	0	0	0
LOC100133612	11.5097	10.2332	11.2143	10.2947	10.1877	10.1041	4.77877	4.78718	4.52276
LOC100133669	0	0	0	0	0	0	0	0	0
LOC100133920	0.668998	0.236177	0.701715	0.205013	0.49179	0.658913	0.612441	0.451532	0.556713
LOC100133957	1.18207	0.58048	1.579831	1.517746	0.861296	1.13957	1.41224	1.71145	0.58168
LOC100133985	2.43502	1.56492	1.8401	1.10719	1.867	0.551803	3.28429	4.49541	1.72588
LOC100134229	9.86909	9.45798	11.214	8.84308	8.98872	9.22684	8.26931	7.82448	8.87872
LOC100134259	0	0	0.146627	0.0957066	0	0	0.0372789	0	0
LOC100134317	0.576562	0.273876	0.821409	0.237263	0.489306	0.809091	0.494965	1.50724	0.176028
LOC100134368	2.68876	4.46844	2.79948	2.66579	2.66961	1.9328	3.1124	3.89075	3.12577
LOC100134868	5.94672	5.75952	7.07864	6.29417	4.35398	5.18722	4.35405	4.94854	5.12145
LOC100144595	3.66814	4.79822	3.72653	3.01876	3.95272	3.34619	2.99843	3.24802	2.9766
LOC100144597	0	0	0	0	0	0	0	0	0.0424667
LOC100144602	0	0	0	0	0	0	0	0	0
LOC100144603	5.32935	4.12126	4.82433	5.61796	4.56104	4.8842	8.22227	8.95291	6.52714
LOC100144604	0	0	0	0	0	0	0	0	0
LOC100169752	0.165696	0.241969	0.0870152	0	0.17651	0.117297	0.132995	0	0
