Sample_Type	Vendor_ID	Compound_Name	SMILES	Screened_Concentration	Peptide_Lum_Rep1	Peptide_Lum_Rep2	Peptide_Avg_Lum	Peptide_Zscore_Rep1	Peptide_Zscore_Rep2	Peptide_Avg_Zscore	Peptide_Hit_Rep1	Peptide_Hit_Rep2	Nuc_Lum_Rep1	Nuc_Lum_Rep2	Nuc_Avg_Lum	Nuc_Zscore_Rep1	Nuc_Zscore_Rep2	Nuc_Avg_Zscore	Nuc_Hit_Rep1	Nuc_Hit_Rep2	Peptide_Screen_Hit	Nuc_Screen_Hit	Hit_Type
Primary Screen Hit	ChemBridge 14947412	(2S)-N~1~-[(1-benzyl-1H-pyrazol-4-yl)methyl]pyrrolidine-1,2-dicarboxamide	N1(CCC[C@H]1C(N)=O)C(=O)NCc(cnn2Cc3ccccc3)c2	533.3 uM	6269	10634	8451.5	-13.21	-21.11	-17.16	Y	Y	22375	36067	29221	-8.10	-6.80	-7.45	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 67730375	N-methyl-5-[(5-methyl-1,3-oxazol-4-yl)carbonyl]-4,5,6,7-tetrahydrothieno[3,2-c]pyridine-2-carboxamide	c1(c(C)ocn1)C(=O)N(CCc(c2c3)sc3C(NC)=O)C2	533.3 uM	4794	6496	5645	-13.55	-22.46	-18.00	Y	Y	120	151	135.5	-12.04	-12.83	-12.44	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 33979970	6,7-dimethoxy-2-[(1-methyl-1H-imidazol-2-yl)carbonyl]-1,2,3,4-tetrahydroisoquinoline	c1(nccn1C)C(=O)N(CCc(c23)cc(c(OC)c2)OC)C3	533.3 uM	26991	28806	27898.5	-8.43	-15.17	-11.80	Y	Y	2956	4631	3793.5	-11.54	-12.08	-11.81	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 67271987	1-(2-fluorobenzyl)-3-hydroxy-3-({[(1-methyl-1H-imidazol-2-yl)methyl]amino}methyl)-2-piperidinone	C1(=O)C(CCCN1Cc2ccccc2F)(CNCc3nccn3C)O	533.3 uM	35572	38791	37181.5	-6.45	-11.91	-9.18	Y	Y	2391	3056	2723.5	-11.64	-12.34	-11.99	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 74808522	7-{[2-(trifluoromethyl)morpholin-4-yl]carbonyl}quinolin-8-ol	c1(ccc(c2c1O)cccn2)C(=O)N(CCOC3C(F)(F)F)C3	533.3 uM	9450	10209	9829.5	-12.48	-21.25	-16.86	Y	Y	1280	317	798.5	-11.84	-12.80	-12.32	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 34465550	N-2,1,3-benzothiadiazol-4-yl-N'-{2-[3-(methoxymethyl)-1,2,4-oxadiazol-5-yl]ethyl}urea	c1(c(cccc1NC(NCCc2onc(COC)n2)=O)ns3)n3	533.3 uM	46109	45533	45821	-4.03	-9.70	-6.87	Y	Y	43571	51092	47331.5	-4.35	-4.28	-4.31	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 45512879	N-(2-hydroxy-2-phenylethyl)-N-(pyridin-4-ylmethyl)tetrahydro-2H-pyran-4-carboxamide	N(Cc(cc1)ccn1)(CC(O)c2ccccc2)C(C(CC3)CCO3)=O	533.3 uM	15099	20678	17888.5	-11.17	-17.83	-14.50	Y	Y	48394	44740	46567	-3.50	-5.34	-4.42	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 95613023	5-[1-(3,4-dihydroisoquinolin-2(1H)-ylacetyl)piperidin-4-yl]-4-ethyl-2,4-dihydro-3H-1,2,4-triazol-3-one	N1(CC)C(=O)NN=C1C(CC2)CCN2C(=O)CN3CCc(c4C3)cccc4	533.3 uM	22413	16106	19259.5	-9.49	-19.32	-14.40	Y	Y	1746	1441	1593.5	-11.76	-12.61	-12.18	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 97197323	N-[(3R*,4S*)-1-(2-amino-6-methyl-4-pyrimidinyl)-4-cyclopropyl-3-pyrrolidinyl]-3-methoxy-2,2-dimethylpropanamide hydrochloride	N(C[C@@H]([C@H]1C2CC2)NC(=O)C(C)(C)COC)(C1)c3cc(C)nc(N)n3	533.3 uM	9045	12511	10778	-12.57	-20.50	-16.53	Y	Y	29358	40633	34995.5	-6.87	-6.03	-6.45	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 73539936	7-[2-(2-methyl-4-pyrimidinyl)-1H-imidazol-1-yl]-3,4-dihydro-1(2H)-isoquinolinone	n1(ccnc1c2ccnc(C)n2)c(ccc(c34)CCNC3=O)c4	533.3 uM	49584	57064	53324	-3.23	-5.94	-4.58	Y	Y	46256	53848	50052	-3.88	-3.81	-3.85	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 44148782	(3S*,4R*)-1-[(3-isopropyl-1H-pyrazol-5-yl)carbonyl]-4-(2-methoxyphenyl)pyrrolidine-3-carboxylic acid	c1([nH]nc(C(C)C)c1)C(=O)N(C[C@H]([C@@H]2C(O)=O)c3ccccc3OC)C2	533.3 uM	1806	2001	1903.5	-14.24	-23.93	-19.08	Y	Y	2542	4007	3274.5	-11.61	-12.18	-11.90	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 30010034	2-(4-pyridinyl)-N-[4-(1-pyrrolidinyl)butyl]-4,5,6,7-tetrahydro-1,3-benzothiazole-5-carboxamide	n1c2c(sc1c(cc3)ccn3)CCC(C2)C(NCCCCN4CCCC4)=O	533.3 uM	23298	28848	26073	-9.28	-15.16	-12.22	Y	Y	24317	32803	28560	-7.76	-7.35	-7.55	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 98024821	N-{[2-(3-hydroxy-4-methoxyphenyl)-5-methyl-1,3-oxazol-4-yl]methyl}-1H-benzimidazole-5-carboxamide	n1c(CNC(=O)c(ccc(c23)[nH]cn2)c3)c(oc1c4ccc(c(O)c4)OC)C	533.3 uM	38104	49869	43986.5	-5.87	-8.29	-7.08	Y	Y	12381	18006	15193.5	-9.87	-9.83	-9.85	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 32456893	N-ethyl-N'-isoquinolin-5-yl-N-(tetrahydro-2H-pyran-2-ylmethyl)urea	C(=O)(N(CC)CC1CCCCO1)Nc2cccc(cn3)c2cc3	533.3 uM	29273	24874	27073.5	-7.91	-16.46	-12.18	Y	Y	2302	1935	2118.5	-11.66	-12.53	-12.09	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 40554630	6-methyl-2-[(4aS*,8aR*)-1-[2-(methylamino)ethyl]-2-oxooctahydro-1,6-naphthyridin-6(2H)-yl]nicotinonitrile dihydrochloride	c1(nc(C)ccc1C#N)N(CC2)C[C@@H]([C@@H]23)CCC(=O)N3CCNC	533.3 uM	31946	36431	34188.5	-7.29	-12.68	-9.98	Y	Y	13541	17519	15530	-9.67	-9.91	-9.79	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 23760242	N-[(5-methyl-2-thienyl)methyl]-N-(pyridin-4-ylmethyl)imidazo[1,2-a]pyridine-6-carboxamide	c(ccc1n2ccn1)(c2)C(=O)N(Cc(cc3)ccn3)Cc4ccc(C)s4	533.3 uM	866	929	897.5	-14.45	-24.28	-19.37	Y	Y	4806	7621	6213.5	-11.21	-11.57	-11.39	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 73422179	2-(2-phenoxyethyl)-4-phenyl-5-(3-piperidinyl)-2,4-dihydro-3H-1,2,4-triazol-3-one hydrochloride	N1(c2ccccc2)C(=O)N(N=C1C(CCCN3)C3)CCOc4ccccc4	533.3 uM	21109	37372	29240.5	-7.35	-10.82	-9.08	Y	Y	38440	28170	33305	-5.61	-9.82	-7.72	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 29604143	6,7-dimethoxy-2-(1-{[3-(2-thienyl)-1,2,4-oxadiazol-5-yl]methyl}-4-piperidinyl)-1,2,3,4-tetrahydroisoquinoline	c1(c2cccs2)noc(CN(CC3)CCC3N(CCc(c45)cc(c(OC)c4)OC)C5)n1	533.3 uM	21123	34297	27710	-7.35	-11.87	-9.61	Y	Y	15401	28593	21997	-9.21	-9.75	-9.48	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 58533287	5-({[2-(trifluoromethoxy)benzyl]amino}carbonyl)-1H-imidazole-4-carboxylic acid	c1(C(O)=O)nc[nH]c1C(=O)NCc2ccccc2OC(F)(F)F	533.3 uM	280	195	237.5	-11.63	-23.55	-17.59	Y	Y	53675	63365	58520	-3.24	-3.78	-3.51	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 16909360	(4aR*,8aR*)-2-[(5-cyclopropyl-1,3,4-oxadiazol-2-yl)methyl]-7-(pyrrolidin-1-ylcarbonyl)octahydro-2,7-naphthyridin-4a(2H)-ol	C(=O)(N1CCCC1)N(CC[C@]([C@]2([H])C3)(O)CCN3Cc(nnc4C5CC5)o4)C2	533.3 uM	40170	47462	43816	-3.44	-7.36	-5.40	Y	Y	49110	40335	44722.5	-3.95	-7.73	-5.84	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 76146561	1-(trans-4-hydroxycyclohexyl)-2-oxo-N-(pyridin-4-ylmethyl)-2,3-dihydro-1H-benzimidazole-5-carboxamide	C1(=O)Nc(c(ccc2C(=O)NCc(cc3)ccn3)N1[C@H]4CC[C@@H](CC4)O)c2	533.3 uM	22628	32061	27344.5	-7.04	-12.64	-9.84	Y	Y	45359	59426	52392.5	-4.53	-4.45	-4.49	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 42277961	N-{[8-methyl-2-(4-morpholinylcarbonyl)imidazo[1,2-a]pyridin-3-yl]methyl}-2-(4-pyridinyl)ethanamine	c1(C(=O)N(CC2)CCO2)c(CNCCc(cc3)ccn3)n(c4n1)cccc4C	533.3 uM	22614	35273	28943.5	-7.04	-11.54	-9.29	Y	Y	39218	48076	43647	-5.49	-6.40	-5.95	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 43433036	rel-(6R,7R,8aR)-N-(2-hydroxyethyl)-6-isobutyl-4-oxo-2-(4-pyridinylmethyl)octahydropyrrolo[1,2-a]pyrazine-7-carboxamide	N1([C@@]([H])(CN(CC1=O)Cc(cc2)ccn2)C[C@H]3C(NCCO)=O)[C@@H]3CC(C)C	533.3 uM	50	39	44.5	-11.67	-23.61	-17.64	Y	Y	523	380	451.5	-11.53	-14.59	-13.06	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 17777655	9-[(9-hydroxy-4-oxo-4H-pyrido[1,2-a]pyrimidin-3-yl)carbonyl]-2-methyl-2,9-diazaspiro[5.5]undecan-3-one	C(=CN=C1N2C=CC=C1O)(C(=O)N(CC3)CCC3(CCC(N4C)=O)C4)C2=O	533.3 uM	3410	7398	5404	-10.98	-21.08	-16.03	Y	Y	2753	5095	3924	-11.18	-13.78	-12.48	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 17581924	2-{3-[1-(2,5-dihydro-1H-pyrrol-2-ylcarbonyl)piperidin-4-yl]propanoyl}-1,2,3,4-tetrahydroisoquinoline hydrochloride	N1(CCc(c2C1)cccc2)C(CCC(CC3)CCN3C(=O)C4C=CCN4)=O	533.3 uM	21485	25226	23355.5	-7.27	-14.98	-11.13	Y	Y	28499	37512	33005.5	-7.16	-8.22	-7.69	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 75313338	1-methyl-5-[(2-methyl-5,11-dihydro[1]benzoxepino[3,4-d]pyrimidin-4-yl)amino]piperidin-2-one	c1(NC(CCC(N2C)=O)C2)nc(C)nc(COc(cccc3)c3C4)c14	533.3 uM	34026	37608	35817	-4.70	-10.74	-7.72	Y	Y	39650	50927	45288.5	-5.42	-5.91	-5.67	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 68410740	2'-amino-6'-[1-(3-methylphenyl)-1H-pyrazol-4-yl]-3,4'-bipyridine-3'-carbonitrile	c(cnn1c2cccc(C)c2)(c(cc3c(cccn4)c4)nc(c3C#N)N)c1	533.3 uM	36453	46916	41684.5	-4.20	-7.55	-5.87	Y	Y	25800	35110	30455	-7.59	-8.63	-8.11	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 84315552	N-(3,4-dimethoxyphenyl)-1-[3-(methylthio)propanoyl]-3-piperidinamine	N1(CCCC(C1)Nc2ccc(c(OC)c2)OC)C(=O)CCSC	533.3 uM	9024	10501	9762.5	-9.83	-20.02	-14.93	Y	Y	890	603	746.5	-11.47	-14.56	-13.01	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 27373970	N-butyl-N'-(2-hydroxypyridin-3-yl)-N-(pyridin-3-ylmethyl)urea	C(=O)(N(CCCC)Cc(cccn1)c1)Nc2cccnc2O	533.3 uM	39831	47496	43663.5	-3.51	-7.35	-5.43	Y	Y	46029	63415	54722	-4.43	-3.77	-4.10	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 31050084	4-(1-azepanyl)-5-methyl-N-(4-pyridinylmethyl)thieno[2,3-d]pyrimidine-6-carboxamide	c12c(ncnc1N3CCCCCC3)sc(C(=O)NCc(cc4)ccn4)c2C	533.3 uM	31559	36806	34182.5	-5.21	-11.01	-8.11	Y	Y	41969	61917	51943	-5.06	-4.03	-4.54	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 96011181	2-{[(4aS*,7aR*)-4-(cyclobutylcarbonyl)-6,6-dioxidohexahydrothieno[3,4-b]pyrazin-1(2H)-yl]carbonyl}-3-pyridinol	S(=O)(=O)(C[C@H]([C@@H]12)N(CCN1C(=O)c3c(cccn3)O)C(C(C4)CC4)=O)C2	533.3 uM	36080	39073	37576.5	-4.28	-10.23	-7.26	Y	Y	44517	54021	49269	-4.66	-5.38	-5.02	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 25509711	2-[(2-chloro-4-fluorophenoxy)methyl]-N-methyl-N-[(5-methyl-1,2,4-oxadiazol-3-yl)methyl]-1,3-oxazole-4-carboxamide	c1(coc(COc2ccc(cc2Cl)F)n1)C(=O)N(C)Cc3noc(C)n3	533.3 uM	41944	48000	44972	-3.07	-7.18	-5.12	Y	Y	51510	63685	57597.5	-3.57	-3.72	-3.65	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 22684952	N-(2-{[2-amino-6-(isopropylamino)pyrimidin-4-yl]amino}ethyl)isonicotinamide	n(c(NC(C)C)cc(n1)NCCNC(c(cc2)ccn2)=O)c1N	533.3 uM	2628	3994	3311	-11.14	-22.25	-16.70	Y	Y	174	321	247.5	-11.58	-14.60	-13.09	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 59310502	[(2S)-1-(5-methyl-2-{[1-(4-pyridinylmethyl)-4-piperidinyl]oxy}benzoyl)-2-pyrrolidinyl]methanol	C(=O)(N1CCC[C@H]1CO)c2cc(C)ccc2OC(CC3)CCN3Cc(cc4)ccn4	533.3 uM	350	254	302	-11.61	-23.53	-17.57	Y	Y	2473	3963	3218	-11.23	-13.98	-12.60	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 98801296	2-amino-7-{[1-(4-methoxyphenyl)cyclopentyl]carbonyl}-5,6,7,8-tetrahydropyrido[3,4-d]pyrimidin-4(3H)-one	C(CC1)(C2=O)=C(CN1C(=O)C3(CCCC3)c4ccc(cc4)OC)N=C(N)N2	533.3 uM	35352	41508	38430	-4.43	-9.40	-6.91	Y	Y	46883	61406	54144.5	-4.30	-4.11	-4.20	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 43387648	3-[({[3-(4-chlorophenyl)-1H-pyrazol-4-yl]methyl}amino)methyl]pyrrolidin-3-ol dihydrochloride	c1(CNCC(C2)(O)CCN2)c[nH]nc1c3ccc(cc3)Cl	533.3 uM	17525	24140	20832.5	-8.09	-15.35	-11.72	Y	Y	41353	56485	48919	-5.16	-4.96	-5.06	Y	Y	Y	Y	Peptide & Nucleosome
Primary Screen Hit	ChemBridge 25698253	1-methyl-N-[2-(1-methylpiperidin-3-yl)ethyl]-4,5,6,7-tetrahydro-1H-indazole-3-carboxamide	c1(C(NCCC(CCCN2C)C2)=O)c3c(n(C)n1)CCCC3	533.3 uM	55873	62874	59373.5	1.25	0.78	1.01			37271	39647	38459	-9.29	-10.73	-10.01	Y	Y		Y	Nucleosome Only
Primary Screen Hit	ChemBridge 46370421	4-(5-chloro-2-methylphenyl)-N-[2-(1H-imidazol-4-yl)ethyl]piperazine-1-carboxamide	C(NCCc1c[nH]cn1)(=O)N(CC2)CCN2c3c(C)ccc(Cl)c3	533.3 uM	41882	54135	48008.5	-3.17	-1.35	-2.26	Y		68705	93187	80946	-5.26	-4.41	-4.83	Y	Y		Y	Nucleosome Only
Primary Screen Hit	ChemBridge 96666248	N-[(6-methylquinolin-5-yl)methyl]-5-oxo-1-phenyl-2,5-dihydro-1H-pyrazole-3-carboxamide	C1(C(=O)NCc2c(C)ccc3c2cccn3)=CC(N(c4ccccc4)N1)=O	533.3 uM	52759	59605	56182	0.27	-0.02	0.12			17692	24886	21289	-11.80	-12.47	-12.14	Y	Y		Y	Nucleosome Only
Primary Screen Hit	ChemBridge 92088931	1-[(3-cyclopropyl-1H-pyrazol-5-yl)carbonyl]-4-(3,4-dichlorophenyl)piperazine	c1([nH]nc(C2CC2)c1)C(=O)N(CC3)CCN3c4ccc(c(Cl)c4)Cl	533.3 uM	54735	68426	61580.5	0.89	2.13	1.51			35743	25798	30770.5	-9.49	-12.36	-10.92	Y	Y		Y	Nucleosome Only
Primary Screen Hit	ChemBridge 42440502	1-[1-(6-ethyl-1-methyl-1H-pyrazolo[3,4-d]pyrimidin-4-yl)-4-piperidinyl]-1,3-dihydro-2H-benzimidazol-2-one	C1(=O)Nc(c2N1C(CC3)CCN3c4nc(CC)nc(n(n5)C)c4c5)cccc2	533.3 uM	65490	66809	66149.5	4.29	1.73	3.01			58784	87895	73339.5	-6.53	-5.03	-5.78	Y	Y		Y	Nucleosome Only
Primary Screen Hit	ChemBridge 45891825	5,7-dimethyl-N-(2-oxopyrrolidin-3-yl)-2,1,3-benzoxadiazole-4-sulfonamide	S(=O)(=O)(NC1CCNC1=O)c2c(C)cc(c(non3)c23)C	533.3 uM	46434	52626	49530	-1.73	-1.72	-1.73			70254	70368	70311	-5.06	-7.10	-6.08	Y	Y		Y	Nucleosome Only
Primary Screen Hit	ChemBridge 80248560	1-[3-(1H-imidazol-2-yl)benzoyl]-4-(4-methoxyphenoxy)piperidine	C(=O)(c(cccc1c2[nH]ccn2)c1)N3CCC(CC3)Oc(cc4)ccc4OC	533.3 uM	61382	76001	68691.5	2.99	3.97	3.48			76161	80684	78422.5	-4.30	-5.88	-5.09	Y	Y		Y	Nucleosome Only
Primary Screen Hit	ChemBridge 66054738	4-(4-methyl-1H-pyrazol-1-yl)-1-[(3-methylquinoxalin-2-yl)methyl]piperidine-4-carboxylic acid	C1(CCN(CC1)Cc2c(C)nc3c(cccc3)n2)(C(O)=O)n4cc(cn4)C	533.3 uM	34431	48020	41225.5	-5.52	-2.84	-4.18	Y		73115	89015	81065	-4.69	-4.90	-4.80	Y	Y		Y	Nucleosome Only
Primary Screen Hit	ChemBridge 58887414	2-({2-[3-(1H-imidazol-2-yl)-1-piperidinyl]-2-oxoethyl}thio)pyrimidine	N(CCCC1c2n([H])ccn2)(C1)C(=O)CSc3ncccn3	533.3 uM	109830	129335	119582.5	4.08	6.03	5.06			1034	1673	1353.5	-10.45	-10.17	-10.31	Y	Y		Y	Nucleosome Only
Primary Screen Hit	ChemBridge 27602568	N-{[4-(dimethylamino)tetrahydro-2H-pyran-4-yl]methyl}-2-[(5-methyl-1H-benzimidazol-2-yl)thio]acetamide	c1(SCC(=O)NCC(CC2)(CCO2)N(C)C)[nH]c(c3n1)ccc(C)c3	533.3 uM	80652	93187	86919.5	-2.26	-2.29	-2.28			42297	39745	41021	-4.40	-5.54	-4.97	Y	Y		Y	Nucleosome Only
Primary Screen Hit	ChemBridge 10927456	4-[(4-benzyl-1,4,6,7-tetrahydro-5H-imidazo[4,5-c]pyridin-5-yl)methyl]-2,1,3-benzoxadiazole	c1(c(CCN2Cc3cccc(non4)c34)[nH]cn1)C2Cc5ccccc5	533.3 uM	80061	90829	85445	-2.39	-2.84	-2.61			27275	29186	28230.5	-6.60	-6.82	-6.71	Y	Y		Y	Nucleosome Only
Primary Screen Hit	ChemBridge 40551911	2-(benzylthio)-4-hydroxy-N-[1-(1-methyl-1H-1,2,4-triazol-5-yl)ethyl]pyrimidine-5-carboxamide	c1(C(C)NC(=O)c(cnc(n2)SCc3ccccc3)c2O)n(C)ncn1	533.3 uM	93977	89460	91718.5	0.63	-3.15	-1.26		Y	88	74	81	-10.59	-10.36	-10.47	Y	Y		Y	Nucleosome Only
Primary Screen Hit	ChemBridge 91125188	6-[(3,5-dimethylisoxazol-4-yl)methyl]-N-[2-(1-methylpyrrolidin-2-yl)ethyl]-4,5,6,7-tetrahydrothieno[2,3-c]pyridine-3-carboxamide	c1(C(NCCC2CCCN2C)=O)csc(CN3Cc(c4C)c(C)on4)c1CC3	533.3 uM	68963	90245	79604	-3.50	-2.71	-3.10	Y		2509	3212	2860.5	-9.48	-10.62	-10.05	Y	Y		Y	Nucleosome Only
Primary Screen Hit	ChemBridge 74104304	1-(2,3-dihydro-1H-inden-2-yl)-5-[(5-methyl-1H-pyrazol-1-yl)methyl]-3-(tetrahydro-2H-pyran-4-yl)-1H-1,2,4-triazole	c1(Cn2c(C)ccn2)nc(nn1C3Cc(c4C3)cccc4)C(CC5)CCO5	533.3 uM	53412	56397	54904.5	-2.34	-6.15	-4.25		Y	18275	16259	17267	-8.83	-10.12	-9.48	Y	Y		Y	Nucleosome Only
Primary Screen Hit	ChemBridge 37790775	2-cyclopropyl-N-(1-methylpiperidin-4-yl)-6-oxo-N-(pyridin-4-ylmethyl)-1,6-dihydropyrimidine-5-carboxamide	C1(=CN=C(NC1=O)C2CC2)C(=O)N(Cc(cc3)ccn3)C(CC4)CCN4C	533.3 uM	57980	56581	57280.5	-1.29	-6.09	-3.69		Y	9329	11328	10328.5	-10.41	-10.95	-10.68	Y	Y		Y	Nucleosome Only
Primary Screen Hit	ChemBridge 46143746	(3S*,4R*)-1-[3-(methylthio)benzyl]-4-pyridin-4-ylpyrrolidine-3-carboxylic acid	[C@H](C1)(C(O)=O)[C@H](c(cc2)ccn2)CN1Cc3cccc(c3)SC	533.3 uM	42559	55006	48782.5	-2.95	-4.78	-3.86		Y	44453	60863	52658	-4.67	-4.21	-4.44	Y	Y		Y	Nucleosome Only
Primary Screen Hit	ChemBridge 51057400	7-chloro-4-hydroxy-N-{[4-(2-methoxyethyl)-4H-1,2,4-triazol-3-yl]methyl}-N-methylquinoline-3-carboxamide	c1(cnc(c2c1O)cc(cc2)Cl)C(=O)N(C)Cc3nncn3CCOC	533.3 uM	45754	58280	52017	-2.29	-3.65	-2.97		Y	40587	54755	47671	-5.28	-5.26	-5.27	Y	Y		Y	Nucleosome Only
Primary Screen Hit	ChemBridge 64958526	5-cyclopropyl-N-ethyl-N-(2-hydroxyethyl)-1-(9-methoxy-5,6-dihydrobenzo[h]quinazolin-2-yl)-1H-pyrazole-4-carboxamide	c(cnn1c2ncc(c3n2)CCc(ccc(OC)c4)c34)(C(=O)N(CC)CCO)c1C5CC5	533.3 uM	46121	8330	27225.5	-2.22	-20.77	-11.49		Y	163	173	168	-11.59	-14.63	-13.11	Y	Y		Y	Nucleosome Only
Primary Screen Hit	BIOMOL DL-499	Sarafloxacin HCl	c1(cc(N2CCNCC2)c(F)c3)c3C(=O)C(C(=O)O)=CN1c4ccc(F)cc4	277.3 uM	837	646	741.5	-16.14	-14.38	-15.26	Y	Y	132671	184576	158623.5	2.95	6.37	4.66			Y		Peptide Only
Primary Screen Hit	ChemBridge 42518874	N-[(8-syn)-3-(2-chlorobenzyl)-3-azabicyclo[3.2.1]oct-8-yl]-2-ethyl-1H-imidazole-4-sulfonamide	S(=O)(=O)(N[C@@H]([C@H]1C2)[C@@H](CC1)CN2Cc3ccccc3Cl)c4c[nH]c(CC)n4	533.3 uM	3911	6346	5128.5	-15.17	-12.99	-14.08	Y	Y	108624	110811	109717.5	-0.13	-2.33	-1.23			Y		Peptide Only
Primary Screen Hit	ChemBridge 49849052	5-{5-[1-(3-phenylpropyl)-1H-1,2,3-triazol-4-yl]-1,2,4-oxadiazol-3-yl}-1H-benzimidazole	n1c(c(ccc(c23)[nH]cn2)c3)noc1c4cn(nn4)CCCc5ccccc5	533.3 uM	1404	1378	1391	-15.96	-14.20	-15.08	Y	Y	95662	143947	119804.5	-1.80	1.58	-0.11			Y		Peptide Only
Primary Screen Hit	BIOMOL DL-359	Clinafloxacin HCl	c1(c(Cl)c(N2CCC(N)C2)c(F)c3)c3C(=O)C(C(=O)O)=CN1C4CC4	293.3 uM	5751	7104	6427.5	-14.59	-12.81	-13.70	Y	Y	129518	162029	145773.5	2.55	3.71	3.13			Y		Peptide Only
Primary Screen Hit	ChemBridge 57418263	1-[(6-chloro-2H-chromen-3-yl)methyl]-4-(1H-imidazol-1-ylmethyl)piperidin-4-ol	C(COc(c12)ccc(Cl)c1)(CN(CC3)CCC3(O)Cn(ccn4)c4)=C2	533.3 uM	22128	35284	28706	-9.41	-5.94	-7.68	Y	Y	85205	108651	96928	-3.14	-2.59	-2.86	Y		Y		Peptide Only
Primary Screen Hit	ChemBridge 77165815	3-[(3-hydroxyazetidin-1-yl)methyl]-5,6,7-trimethoxyquinolin-2(1H)-one	C(CN(C1)CC1O)(C(=O)Nc(c23)cc(c(OC)c2OC)OC)=C3	533.3 uM	2204	2002	2103	-15.71	-14.05	-14.88	Y	Y	103616	119306	111461	-0.78	-1.33	-1.05			Y		Peptide Only
Primary Screen Hit	ChemBridge 18254991	2-amino-N-[rac-(3S,4R)-4-methoxypiperidin-3-yl]-5,6,7,8-tetrahydroquinazoline-4-carboxamide hydrochloride	c1(c2c(CCCC2)nc(N)n1)C(=O)N[C@@H](C3)[C@H](OC)CCN3	533.3 uM	7969	11314	9641.5	-13.89	-11.78	-12.83	Y	Y	158578	185199	171888.5	6.28	6.45	6.36			Y		Peptide Only
Primary Screen Hit	ChemBridge 73745946	[9-(2,3,4-trimethoxybenzyl)-6-oxa-2,9-diazaspiro[4.5]dec-2-yl]acetic acid	c(OC)(c(OC)ccc1CN(CCOC2(CCN3CC(O)=O)C3)C2)c1OC	533.3 uM	0	4	2	-16.40	-14.53	-15.47	Y	Y	231040	250612	240826	15.58	14.16	14.87			Y		Peptide Only
Primary Screen Hit	ChemBridge 25079232	5-[(1-cyclohexyl-1H-1,2,3-triazol-4-yl)carbonyl]-4-(4-pyridinyl)-4,5,6,7-tetrahydro-1H-imidazo[4,5-c]pyridine	N(CCc(c12)[nH]cn1)(C2c(cc3)ccn3)C(=O)c(cn(n4)C5CCCCC5)n4	533.3 uM	21044	32101	26572.5	-9.75	-6.72	-8.24	Y	Y	87038	100194	93616	-2.90	-3.58	-3.24		Y	Y		Peptide Only
